GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_015277555.1	22964338	GCF_015277555.1	23046828	
GCA_015291785.1	22979998	GCF_015291785.1	23051968	
GCA_015353135.1	23055648	GCF_015353135.1	23060588	
GCA_015508805.1	23225058	GCF_015508805.1	24620628	
GCA_015509005.1	23225318	GCF_015509005.1	24620508	
GCA_015571535.1	23294278	GCF_015571535.1	23352518	
GCA_015571555.1	23294298	GCF_015571555.1	23355478	
GCA_015571595.1	23294338	GCF_015571595.1	23358638	
GCA_015571615.1	23294358	GCF_015571615.1	23351358	
GCA_015571635.1	23294378	GCF_015571635.1	23355078	
GCA_015571655.1	23294398	GCF_015571655.1	23355598	
GCA_015571675.1	23294418	GCF_015571675.1	23357698	
GCA_015571695.1	23294438	GCF_015571695.1	23352258	
GCA_015571715.1	23294458	GCF_015571715.1	23351398	
GCA_015571735.1	23294498	GCF_015571735.1	23355848	
GCA_015571755.1	23294538	GCF_015571755.1	23359098	
GCA_015571775.1	23294558	GCF_015571775.1	23352178	
GCA_015571795.1	23294598	GCF_015571795.1	23355898	
GCA_015571815.1	23294618	GCF_015571815.1	23357878	
GCA_015571835.1	23294898	GCF_015571835.1	23356038	
GCA_015571855.1	23294918	GCF_015571855.1	23351378	
GCA_015571875.1	23294938	GCF_015571875.1	23359258	
GCA_015571895.1	23294958	GCF_015571895.1	23358918	
GCA_015571915.1	23294978	GCF_015571915.1	23359818	
GCA_015571955.1	23295018	GCF_015571955.1	23358258	
GCA_015649805.1	23398668	GCF_015649805.1	23440818	
GCA_015697215.1	23469288	GCF_015697215.1	23482768	
GCA_015843075.1	23657078	GCF_015843075.1	23760638	
GCA_015910185.1	23736798	GCF_015910185.1	23808118	
GCA_016026195.1	23869778	GCF_016026195.1	23950908	
GCA_016026215.1	23869798	GCF_016026215.1	23951168	
GCA_016026235.1	23869818	GCF_016026235.1	23950828	
GCA_016026335.1	23869918	GCF_016026335.1	23951028	
GCA_016026375.1	23869958	GCF_016026375.1	23950708	
GCA_016126995.1	24000528	GCF_016126995.1	24049368	
GCA_016127695.1	24001228	GCF_016127695.1	24051008	
GCA_016132505.1	24006198	GCF_016132505.1	24213488	
GCA_016432785.1	24328458	GCF_016432785.1	24348428	
GCA_016432805.1	24328478	GCF_016432805.1	24348488	
GCA_016446335.1	24346178	GCF_016446335.1	24359888	
GCA_016458885.1	24365768	GCF_016458885.1	24453648	
GCA_016458905.1	24365788	GCF_016458905.1	24453528	
GCA_016458925.1	24365808	GCF_016458925.1	24453228	
GCA_016458945.1	24365828	GCF_016458945.1	24453368	
GCA_016598635.1	24512748	GCF_016598635.1	24572438	
GCA_016629485.1	24545968	GCF_016629485.1	24688388	
GCA_016659085.1	24601468	GCF_016659085.1	24638588	
GCA_016728085.1	24677668	GCF_016728085.1	24726568	
GCA_016756455.1	24726748	GCF_016756455.1	24757738	
GCA_016757655.1	24733788	GCF_016757655.1	24757338	
GCA_016767775.1	24773118	GCF_016767775.1	24795628	
GCA_016774415.1	24794688	GCF_016774415.1	24822288	
GCA_016775805.1	24798448	GCF_016775805.1	24823488	
GCA_016775825.1	24798468	GCF_016775825.1	24823508	
GCA_016775845.1	24798488	GCF_016775845.1	24823128	
GCA_016775865.1	24798508	GCF_016775865.1	24823948	
GCA_016775885.1	24798528	GCF_016775885.1	24822568	
GCA_016775905.1	24798548	GCF_016775905.1	24823528	
GCA_016775925.1	24798568	GCF_016775925.1	24823548	
GCA_016775945.1	24798588	GCF_016775945.1	24823148	
GCA_016775965.1	24798608	GCF_016775965.1	24823968	
GCA_016775985.1	24798628	GCF_016775985.1	24822608	
GCA_016776005.1	24798648	GCF_016776005.1	24823588	
GCA_016776025.1	24798668	GCF_016776025.1	24823608	
GCA_016776045.1	24798688	GCF_016776045.1	24823168	
GCA_016776065.1	24798708	GCF_016776065.1	24823988	
GCA_016776085.1	24798728	GCF_016776085.1	24822648	
GCA_016776105.1	24798748	GCF_016776105.1	24822668	
GCA_016776125.1	24798768	GCF_016776125.1	24823648	
GCA_016776145.1	24798788	GCF_016776145.1	24823188	
GCA_016776165.1	24798808	GCF_016776165.1	24824008	
GCA_016776185.1	24798828	GCF_016776185.1	24822728	
GCA_016776205.1	24798848	GCF_016776205.1	24822768	
GCA_016776225.1	24798868	GCF_016776225.1	24823668	
GCA_016776245.1	24798888	GCF_016776245.1	24823208	
GCA_016776265.1	24798908	GCF_016776265.1	24824028	
GCA_016776285.1	24798928	GCF_016776285.1	24822808	
GCA_016776305.1	24798948	GCF_016776305.1	24822848	
GCA_016776325.1	24798968	GCF_016776325.1	24823708	
GCA_016776345.1	24798988	GCF_016776345.1	24823228	
GCA_016776365.1	24799008	GCF_016776365.1	24824048	
GCA_016776385.1	24799028	GCF_016776385.1	24822888	
GCA_016779865.1	24802548	GCF_016779865.1	24948638	
GCA_016780285.1	24802988	GCF_016780285.1	24954058	
GCA_016780415.1	24803148	GCF_016780415.1	24948678	
GCA_016780575.1	24803268	GCF_016780575.1	24948718	
GCA_016780725.1	24803388	GCF_016780725.1	24954138	
GCA_016803855.1	24830168	GCF_016803855.1	24950238	
GCA_016803875.1	24830188	GCF_016803875.1	24950318	
GCA_016803915.1	24830228	GCF_016803915.1	24951018	
GCA_016803935.1	24830248	GCF_016803935.1	24955878	
GCA_016806005.1	24832318	GCF_016806005.1	24955678	
GCA_016806025.1	24832338	GCF_016806025.1	24956118	
GCA_016806045.1	24832358	GCF_016806045.1	24950738	
GCA_016864175.1	24969788	GCF_016864175.1	24991408	
GCA_016864475.1	24970088	GCF_016864475.1	24990908	
GCA_016888925.1	25005388	GCF_016888925.1	25023008	
GCA_016888965.1	25005428	GCF_016888965.1	25014948	
GCA_016889025.1	25005488	GCF_016889025.1	25023028	
GCA_016889045.1	25005508	GCF_016889045.1	25014268	
GCA_016889085.1	25005548	GCF_016889085.1	25023468	
GCA_016889105.1	25005568	GCF_016889105.1	25014748	
GCA_016889125.1	25005588	GCF_016889125.1	25023048	
GCA_016889185.1	25005648	GCF_016889185.1	25014988	
GCA_016889265.1	25005728	GCF_016889265.1	25015028	
GCA_016889325.1	25005788	GCF_016889325.1	25014528	
GCA_016889605.1	25006068	GCF_016889605.1	25014848	
GCA_016889625.1	25006088	GCF_016889625.1	25023088	
GCA_016889685.1	25006148	GCF_016889685.1	25016828	
GCA_016889725.1	25006188	GCF_016889725.1	25023108	
GCA_016889845.1	25006308	GCF_016889845.1	25023128	
GCA_016889865.1	25006328	GCF_016889865.1	25014428	
GCA_016889905.1	25006368	GCF_016889905.1	25023308	
GCA_016890005.1	25006468	GCF_016890005.1	25023328	
GCA_016890045.1	25006508	GCF_016890045.1	25023148	
GCA_016890105.1	25006568	GCF_016890105.1	25014888	
GCA_016903275.1	25030048	GCF_016903275.1	25060978	
GCA_016903315.1	25030088	GCF_016903315.1	25059258	
GCA_016903335.1	25030108	GCF_016903335.1	25059798	
GCA_016903375.1	25030148	GCF_016903375.1	25061018	
GCA_016903435.1	25030208	GCF_016903435.1	25059818	
GCA_016903535.1	25030308	GCF_016903535.1	25059838	
GCA_016903595.1	25030368	GCF_016903595.1	25061718	
GCA_016903615.1	25030388	GCF_016903615.1	25060038	
GCA_016903815.1	25030588	GCF_016903815.1	25060078	
GCA_016903835.1	25030608	GCF_016903835.1	25060118	
GCA_016903855.1	25030628	GCF_016903855.1	25060728	
GCA_016903915.1	25030688	GCF_016903915.1	25060138	
GCA_016903935.1	25030708	GCF_016903935.1	25060178	
GCA_016903995.1	25030768	GCF_016903995.1	25061758	
GCA_016904055.1	25030828	GCF_016904055.1	25059858	
GCA_016904075.1	25030848	GCF_016904075.1	25061038	
GCA_016904115.1	25030888	GCF_016904115.1	25061778	
GCA_016904175.1	25030948	GCF_016904175.1	25061098	
GCA_016904195.1	25030968	GCF_016904195.1	25061798	
GCA_016904235.1	25031008	GCF_016904235.1	25059298	
GCA_016904255.1	25031028	GCF_016904255.1	25059878	
GCA_016904335.1	25031108	GCF_016904335.1	25059358	
GCA_016904395.1	25031168	GCF_016904395.1	25061138	
GCA_016904435.1	25031208	GCF_016904435.1	25059378	
GCA_016904455.1	25031228	GCF_016904455.1	25059898	
GCA_016904475.1	25031248	GCF_016904475.1	25061198	
GCA_016904495.1	25031268	GCF_016904495.1	25061278	
GCA_016904535.1	25031308	GCF_016904535.1	25059438	
GCA_016904555.1	25031328	GCF_016904555.1	25059918	
GCA_016904575.1	25031348	GCF_016904575.1	25061358	
GCA_016904615.1	25031388	GCF_016904615.1	25061838	
GCA_016904655.1	25031428	GCF_016904655.1	25060768	
GCA_016904695.1	25031468	GCF_016904695.1	25061498	
GCA_016939795.1	25087568	GCF_016939795.1	25159438	
GCA_016942475.1	25090768	GCF_016942475.1	25179238	
GCA_016942505.1	25090808	GCF_016942505.1	25215058	
GCA_016942535.1	25090848	GCF_016942535.1	25178438	
GCA_016942575.1	25090868	GCF_016942575.1	25179318	
GCA_016942595.1	25090888	GCF_016942595.1	25213438	
GCA_016942615.1	25090908	GCF_016942615.1	25215078	
GCA_016942635.1	25090948	GCF_016942635.1	25178738	
GCA_016942655.1	25090968	GCF_016942655.1	25179338	
GCA_016944635.1	25093068	GCF_016944635.1	25179018	
GCA_016944655.1	25093088	GCF_016944655.1	25215638	
GCA_016944675.1	25093108	GCF_016944675.1	25179358	
GCA_016944695.1	25093128	GCF_016944695.1	25213758	
GCA_016944715.1	25093148	GCF_016944715.1	25215098	
GCA_016944735.1	25093188	GCF_016944735.1	25215838	
GCA_016944755.1	25093228	GCF_016944755.1	25214078	
GCA_016944775.1	25093248	GCF_016944775.1	25215338	
GCA_017088405.1	25247258	GCF_017088405.1	25330488	
GCA_017088425.1	25247278	GCF_017088425.1	25330688	
GCA_017088445.1	25247298	GCF_017088445.1	25330708	
GCA_017088465.1	25247318	GCF_017088465.1	25330788	
GCA_017088485.1	25247338	GCF_017088485.1	25330748	
GCA_017161035.1	25320838	GCF_017161035.1	25338988	
GCA_017161345.1	25321148	GCF_017161345.1	25338858	
GCA_017164755.1	25324698	GCF_017164755.1	25391268	
GCA_017164775.1	25324718	GCF_017164775.1	25391428	
GCA_017164795.1	25324738	GCF_017164795.1	25388768	
GCA_017164815.1	25324758	GCF_017164815.1	25388188	
GCA_017164835.1	25324778	GCF_017164835.1	25387608	
GCA_017164855.1	25324798	GCF_017164855.1	25387628	
GCA_017164875.1	25324818	GCF_017164875.1	25391528	
GCA_017164895.1	25324838	GCF_017164895.1	25388788	
GCA_017164915.1	25324858	GCF_017164915.1	25388208	
GCA_017164935.1	25324878	GCF_017164935.1	25387648	
GCA_017164955.1	25324898	GCF_017164955.1	25387668	
GCA_017164975.1	25324918	GCF_017164975.1	25391688	
GCA_017164995.1	25324938	GCF_017164995.1	25388808	
GCA_017165015.1	25324958	GCF_017165015.1	25388228	
GCA_017165035.1	25324978	GCF_017165035.1	25387688	
GCA_017165055.1	25324998	GCF_017165055.1	25387708	
GCA_017165075.1	25325018	GCF_017165075.1	25391788	
GCA_017165095.1	25325038	GCF_017165095.1	25388828	
GCA_017165115.1	25325058	GCF_017165115.1	25388248	
GCA_017165135.1	25325078	GCF_017165135.1	25399118	
GCA_017165155.1	25325098	GCF_017165155.1	25399228	
GCA_017165215.1	25325158	GCF_017165215.1	25400408	
GCA_017165235.1	25325178	GCF_017165235.1	25400568	
GCA_017165255.1	25325198	GCF_017165255.1	25399448	
GCA_017165275.1	25325218	GCF_017165275.1	25398908	
GCA_017165295.1	25325238	GCF_017165295.1	25400048	
GCA_017165315.1	25325258	GCF_017165315.1	25400678	
GCA_017165335.1	25325278	GCF_017165335.1	25400828	
GCA_017165355.1	25325298	GCF_017165355.1	25399668	
GCA_017165375.1	25325318	GCF_017165375.1	25398928	
GCA_017165395.1	25325338	GCF_017165395.1	25400108	
GCA_017165415.1	25325358	GCF_017165415.1	25400908	
GCA_017165435.1	25325378	GCF_017165435.1	25400928	
GCA_017165455.1	25325398	GCF_017165455.1	25399728	
GCA_017348835.2	26082598	GCF_017348835.2	26166988	
GCA_017352035.1	25546228	GCF_017352035.1	25552348	
GCA_017352055.1	25546248	GCF_017352055.1	25552148	
GCA_017352075.1	25546268	GCF_017352075.1	25551568	
GCA_017356665.1	25555648	GCF_017356665.1	25569928	
GCA_017357505.1	25556688	GCF_017357505.1	25584278	
GCA_017357545.1	25556728	GCF_017357545.1	25584998	
GCA_017570585.1	25777758	GCF_017570585.1	25799808	
GCA_017570605.1	25777778	GCF_017570605.1	25801068	
GCA_017570625.1	25777798	GCF_017570625.1	25798688	
GCA_017570645.1	25777818	GCF_017570645.1	25798748	
GCA_017570665.1	25777838	GCF_017570665.1	25797688	
GCA_017570685.1	25777858	GCF_017570685.1	25799888	
GCA_017579865.1	25788408	GCF_017579865.1	25801148	
GCA_017603565.1	25850898	GCF_017603565.1	25890368	
GCA_017638965.1	25886648	GCF_017638965.1	25910138	
GCA_017638985.1	25886668	GCF_017638985.1	25910538	
GCA_017639005.1	25886688	GCF_017639005.1	25911638	
GCA_017639025.1	25886708	GCF_017639025.1	25911678	
GCA_017639045.1	25886728	GCF_017639045.1	25911018	
GCA_017639105.1	25886788	GCF_017639105.1	25910658	
GCA_017639125.1	25886808	GCF_017639125.1	25911698	
GCA_017639145.1	25886828	GCF_017639145.1	25911078	
GCA_017639165.1	25886848	GCF_017639165.1	25910258	
GCA_017639185.1	25886868	GCF_017639185.1	25910738	
GCA_017654165.1	25904768	GCF_017654165.1	25910898	
GCA_017743075.1	26005828	GCF_017743075.1	26069788	
GCA_017815815.1	26089058	GCF_017815815.1	26174348	
GCA_017868515.1	26142368	GCF_017868515.1	26174308	
